,CCG_2122,Activity_count,Travel_distance_km,Travel_time,Pt_CCG,Pt_Region,Population,Population_density,geometry
47,NHS KIRKLEES CCG,432,35.90578703703704,25.28472222222222,NHS Kirklees CCG,North East and Yorkshire,441290.0,1088.6396885874549,"POLYGON ((421085.594 428948.905999999, 422628.594 427731.594000001, 423981.497 427991.094000001, 424968.406 424737, 427012.281 424749.594000001, 428408 423417.309, 426617.5 422664.095000001, 426338.906 421817.687000001, 427043.688 421509.905999999, 425517.344 420156.75, 427136.688 418295.719000001, 424892 417526.211999999, 425647.906 414304, 427460.812 412368.187000001, 427366.703 410848.649, 426461.711 410203.762, 426835 409006, 425552.187 407447.596000001, 423405.406 407341.812000001, 421992.158 406338.597999999, 418434.902 407062.800000001, 417239.5 404974.094000001, 415217.813 404155.594000001, 413068.904 404500.901000001, 411883.906 402726.312000001, 410585.188 402591.687000001, 408481.188 404870.561000001, 407116 404109.812000001, 406087.19 404640.127, 405869.095 406114.306, 403891.094 407224.594000001, 399470.906 413357.687000001, 401900.094 414358.686000001, 404444.313 416875.5, 407061.094 416550.096000001, 410431.686 418857.188999999, 409757.594 419577.905999999, 411603.739 419319.368000001, 416779.403 422038.999, 417847.095 420466.193, 417530.5 424126.719000001, 416350 425515.686000001, 415267.597 425561.812000001, 415864.813 426486.687999999, 416857.25 426481.155999999, 416760.281 427851.905999999, 417655.757 427869.809, 418925.907 429602.187999999, 421085.594 428948.905999999))"
48,NHS KNOWSLEY CCG,224,11.721874999999999,9.0625,NHS Knowsley CCG,North West,152452.0,1763.495555688795,"POLYGON ((345355.312 399036.594000001, 345749.469 396994.625, 346690.091 397018.344000001, 347284 394328.096999999, 346613.599 393837.710000001, 348519.189 392487.498, 347786.193 389660.5, 350551.066 389713.404999999, 349698.306 387364.533, 348433.31 387410.808, 347703.094 384670.812000001, 345613.187 383768, 344144.539 383717.568, 343303.687 385516.594000001, 343144.781 387231.594000001, 345413.094 387398.665999999, 344422.308 389552.006999999, 343156.31 389024.407, 340890.312 390396.5, 341290.594 391451.187000001, 342191.094 390972.311000001, 342540.094 391621.5, 342461.312 395071.187000001, 340352 397303.312000001, 339390.812 396860.811000001, 338864.095 397980.095000001, 341199.034 401158.626, 342940.685 399712.719000001, 343687 399951.219000001, 344062.813 398931.692, 345355.312 399036.594000001))"
49,NHS LEEDS CCG,839,15.688557806912993,12.808104886769964,NHS Leeds CCG,North East and Yorkshire,798786.0,1448.4674129444882,"POLYGON ((445186.764 445609.489, 444629.655 445131.782, 445302.813 441228.187000001, 442656.875 440250.155999999, 444411.406 438449.812000001, 443790.75 437683.594000001, 445946.499 435806.687999999, 445213.405 435023.095000001, 445313.4 431908.408, 446877.25 429880.625, 446585.5 429017.530999999, 445444.625 429053.713, 445252.125 427693.469000001, 446132.281 427484.405999999, 439710.906 424931.719000001, 436816.594 425895.312000001, 433367.594 425219.094000001, 432399.094 426033.594000001, 429196.5 422595.310000001, 428408 423417.309, 427012.281 424749.594000001, 424968.406 424737, 423981.497 427991.094000001, 422628.594 427731.594000001, 421085.594 428948.905999999, 423196.612 430262.189999999, 423796.313 431530.905999999, 421567.938 431564.780999999, 421024.807 432282.001, 419069.5 431899.687000001, 420153.185 440187.187999999, 418827.5 441149.5, 415847.312 440848.998, 413220.095 443319.822000001, 414064.188 444544.594000001, 416107.906 443189.594000001, 418143.687 443310.5, 418689.5 444041.094000001, 417704.594 444445.094000001, 418017.656 446037.469000001, 418626.592 445855.749, 419336.167 447036.778999999, 420815.313 446092.595000001, 422755.094 446312.593, 422982.813 445554.812000001, 425029.75 445312.875, 426375.594 446030.312000001, 427202.656 445086.030999999, 427451.188 445982.812000001, 429543.438 445288.562000001, 429738.281 446177, 433020.188 446687.780999999, 435397 445671.280999999, 437345.094 446219.405999999, 437356.5 448047.812000001, 439056.095 448129.905999999, 439666.805 449768.416999999, 443391.188 450175.312000001, 443115.095 449462.094000001, 445598.688 448920.687000001, 445476.596 447770.5, 446445.999 448110.094000001, 445589.844 447481.905999999, 446253.406 447509.312000001, 446046.719 445927.594000001, 445186.764 445609.489))"
50,NHS LEICESTER CITY CCG,331,9.873111782477341,8.785498489425981,NHS Leicester City CCG,Midlands,354036.0,4795.802979400473,"POLYGON ((462642.307 308389.719000001, 464453.403 306785.687999999, 464100.188 303525.905999999, 462770.689 302139.003, 461260.094 302460.905999999, 460812.091 300165.812000001, 459244.594 300116.812000001, 457482.594 298429.812000001, 457031.089 299653.282, 456035.594 299776.687000001, 456596.688 302025.405999999, 453156.813 304373.311000001, 453737.69 305275.719000001, 454863.402 305044.095000001, 455206.591 307300.596000001, 455668.974 309237.367000001, 457057.188 310757.280999999, 457922.094 310404.312000001, 458986.596 307872.905999999, 459676.5 308745.993000001, 462642.307 308389.719000001))"
51,NHS LINCOLNSHIRE CCG,1111,94.16507650765077,74.44914491449146,NHS Lincolnshire CCG,Midlands,766333.0,128.79381860657384,"POLYGON ((513082.403 414321.499, 516021.594 412207.501, 515854.094 411203.812000001, 516957.563 411408.062000001, 517803 409402.219000001, 519611.616 409846.668, 519996 409258.969000001, 518088.969 405466.812000001, 518703.196 405381.037, 519190.093 403173.806, 518829.003 400328.687000001, 520296.188 400170.905999999, 520789.813 398421.812000001, 522663 398138.5, 523011.094 396047, 524203.594 394861.905999999, 524972.188 394621.875, 527452.625 396641.594000001, 525693.812 398681.001, 526869.306 399579.306, 526467.393 400493.195, 527799.308 400901.501, 528395.189 404198.187999999, 531747.813 403912.687000001, 533566.8115 405375.7553, 533611.7583 405323.932700001, 533824.8035 405078.2969, 535854.6963 403945.0013, 535178.6007 405268.201400001, 536588.38 404760.4734, 536868.313 404504.5, 537279.4314999999 404511.5932, 538562.4992 404049.5001, 538028.1026 402746.1044, 538955.6999 401730.8003, 540000.0294999999 401187.900599999, 540316.5853 401023.3375, 540597.4038 401698.6042, 539999.995 402853.7743, 539970.4 402911.0002, 539999.9939 402896.5187, 541813.4999000001 402009.0995, 541337.5002 400758.4002, 542358.8 400496.5, 542559.499 401856.6, 543667.6004 400555.300799999, 543953.5183999999 399999.992799999, 543982.2983 399944.0966, 543816.8105 399999.999600001, 543266.2001 400186.0001, 543402.7187 400000.020300001, 545627.2 396969.5997, 545224.0003 396301.5, 546289.9003 395534.3994, 545426.9997 395662.4015, 547121.5998 393898.299799999, 545611.6008 393398.0999, 547010.9991 393402.200200001, 546404.3014999999 393180.8026, 546754.2993 392616.803200001, 547104.0009 393298.198999999, 546869.2002 392678.800000001, 547485.8002000001 393025.300000001, 548231.003 392204.1021, 549289.1001 388573.5, 552558.8496 381976.1039, 553487.8183 380000.015900001, 554911.7237 376971.105900001, 557474.1040000001 368695.2015, 556891.1559 359999.994899999, 556765.1029000001 358119.7985, 556022.7010999999 357223.695, 554960.8032 357156.644200001, 550322.6019 352289.197699999, 547594.5256000001 350633.235099999, 544447.6003 347805.5999, 540149.7335 339999.977299999, 540000.0012000001 339728.0392, 539829.4011 339418.2018, 537337.6035 339205.1028, 539792.1004999999 339200.0044, 537928.5196999999 337572.8979, 537639.9004 337320.9022, 536526.1274 335491.6143, 536452.8409 335371.2467, 539174.1991 337701.903200001, 538986.7 336123.9, 540000.0110000001 335792.6294, 542291.8 335043.4, 546570.1014 332953.602399999, 549277.697 328008.4979, 548125.8011 328062.000600001, 549334.0024999999 327957.8024, 549342.4003 327331.200200001, 548772.5963 322718.302200001, 549476.7987 327116.5033, 552888.8962 326676.8584, 551507.813 323131.905999999, 553378 321886.094000001, 547711.625 317540.719000001, 546710.385 317809.097999999, 544097.063 317872.562000001, 541180 316042.187000001, 539436.313 316397.282, 538179.688 314926.687000001, 538600.188 311308.687000001, 536748.875 309359.405999999, 533246.124 308906.780999999, 531011.188 310371.095000001, 529411 309388.187000001, 528418.497 309965.189999999, 525850.188 307594.501, 523189.594 308534.187000001, 522343.406 307608.904999999, 521409.313 309325.594000001, 517762.812 307382.094000001, 515777.594 309433.812000001, 512672.813 309872.405999999, 511676.406 308374.312000001, 507959.188 306780.719000001, 504763.906 307404.5, 501933.219 305782.094000001, 499943.812 308522.5, 501100.594 307911.187000001, 504489 309191.905999999, 505953.595 310704.811000001, 506145.095 313125.594000001, 501805.406 313503.812999999, 498538.594 314953.094000001, 498670.594 316638.312000001, 496433.094 318230, 494224.593 317895.596000001, 493877.594 318926.905999999, 490356.864 318378.851, 488915.306 324657.789999999, 484701.501 332481.594000001, 483088.406 332858.812000001, 483608.688 334391.187000001, 482363.501 334850.403999999, 483750.686 339853.192, 482154.188 340911.5, 482131.5 342870.5, 480332.656 346799.344000001, 480890.5 346596.5, 481359.094 348301.905999999, 483202.5 348729.186000001, 483899.677 351602.425000001, 487533.499 352909.810000001, 485160.5 356384.780999999, 485985.25 358433.876, 484914.913 359707.476, 486036.406 360738, 485769.68 365229.310000001, 482688.719 365648.718, 482807.094 366382.405999999, 484884.097 368933.404999999, 485936.875 368606.219000001, 487063.595 370033.405999999, 488512.903 369770.032, 489124.25 371613.687000001, 487618.192 374287.805, 484550.063 373744.280999999, 484507.75 372616.280999999, 481700 372905.096000001, 482504.093 375793.280999999, 481559.688 377013.905999999, 482504.594 378764.155999999, 483351.314 378129.595000001, 483585.625 379327.812000001, 483359.188 381536.594000001, 482247.688 382172.594000001, 482725.094 384821.437000001, 481650.406 385981.905999999, 480542.594 385865.001, 481573.313 387463.5, 480546.5 388346.780999999, 481410.5 389576.719000001, 480611.938 391620.280999999, 478631.906 392891, 478445.563 394420.062000001, 479948.585 396038.289999999, 480803.907 396978.125, 480777.094 398456.5, 481623.094 398752.812000001, 481814.688 400951.030999999, 482872.625 401147.969000001, 483665.001 403321.407, 491311.904 402671, 491079.097 396590, 495909.875 396773.219000001, 501529.782 398655.788000001, 500532.5 399258.5, 500354.875 401964.530999999, 505849.597 403505.312000001, 505608.813 405115.280999999, 504079.094 406663.5, 499426.906 405576.905999999, 500091.218 406525.595000001, 501666.52 406904.436000001, 504122.5 409803.094000001, 504901.813 408572.780999999, 510332.719 408181.219000001, 512559.406 412307.280999999, 511992.098 414413.594000001, 513082.403 414321.499))"
52,NHS LIVERPOOL CCG,618,12.867475728155341,9.859223300970873,NHS Liverpool CCG,North West,500474.0,4438.047636964399,"POLYGON ((345613.187 383768, 345580.002 382852.036, 344666.094 382586.405999999, 344958.5454 381934.2818, 343190.0037 381503.395199999, 341618.7998 382279.0002, 339999.9792 383562.919500001, 335260.9998 387321.499700001, 333501.2992 390856.199100001, 333093.4382 393928.6292, 335341.905 394506, 335444.281 396661.187000001, 336621.812 397786.498, 338864.095 397980.095000001, 339390.812 396860.811000001, 340352 397303.312000001, 342461.312 395071.187000001, 342540.094 391621.5, 342191.094 390972.311000001, 341290.594 391451.187000001, 340890.312 390396.5, 343156.31 389024.407, 344422.308 389552.006999999, 345413.094 387398.665999999, 343144.781 387231.594000001, 343303.687 385516.594000001, 344144.539 383717.568, 345613.187 383768))"
53,NHS MANCHESTER CCG,418,20.3,14.935406698564593,NHS Manchester CCG,North West,555741.0,4970.030936119901,"POLYGON ((384375.29 404708.501, 385594.313 405272.812000001, 387772.691 403614.098999999, 389836.281 402384.405999999, 388246.444 401029.671, 389279.406 399583.905999999, 388948.742 398154.558, 390350.188 396777.094000001, 389576.094 395358.812000001, 388620.934 394589.561000001, 388365.657 392938.311000001, 387559.622 393353.048, 385908.811 391368.304, 385957.749 390037.721000001, 383681.55 388834.6, 384072.594 384769.125, 383030.314 384895.719000001, 380032.751 382620.597999999, 380330.5 383560.780999999, 379198.89 384550.021, 380235.219 384930, 381094.354 386632.687999999, 378833.188 390583.999, 380307.806 390211.501, 381633.313 391001.5, 381908.188 391787.086999999, 380155 393333.187000001, 383258.906 395939.5, 382484.499 397362.405999999, 383830.906 398845.312000001, 383154.953 400294.699999999, 383837.903 401738.693, 383061.504 402391.789999999, 383755.092 403652.401000001, 382589.596 403146.5, 382314 404566.405999999, 383420.406 405357.094000001, 384375.29 404708.501))"
54,NHS MID ESSEX CCG,421,46.63800475059382,38.71733966745843,NHS Mid Essex CCG,East of England,398041.0,302.98391685162323,"MULTIPOLYGON (((592644.8997 206301.0997, 591595.8001 205851.4999, 590340.4007999999 206459.100500001, 591951.3001 206745.399800001, 592644.8997 206301.0997)), ((588609.3016 205703.997199999, 587323.4001 205680.199999999, 588063.6023 207039.504899999, 588609.3016 205703.997199999)), ((583998.621 246577.094000001, 586020.125 244886.25, 585388.125 244212.905999999, 586353.876 242402.105, 585198.8100000001 242331.298, 585038.5 241308.094000001, 586314.688 240021.280999999, 588098.125 240520.594000001, 588039.5 238235.358999999, 589647.625 236824.672, 589596.813 235480.5, 590636.313 235204.125, 590525 233845.047, 591174.125 233434.203, 590029.208 232033.288000001, 589027.431 232036.029999999, 587633 226544.108999999, 585803.313 226195.219000001, 587506.895 223527.629000001, 587100.749 222673.957, 588489.693 222772.403000001, 589648.874 221864.376, 589511.25 220798, 588348.313 220181.905999999, 588966.749 219226.844000001, 586943.312 218578.204, 587610.563 218124.922, 586800.812 216857.452, 587717.5 215876.266000001, 587149.5 215683, 587529.196 214461.622, 590000.125 214955.905999999, 591668.876 216198.905999999, 593980.5 214901.903000001, 594303.808 213815.107999999, 593474.438 213834.094000001, 595796.5 212789.547, 597222.799 213445.700999999, 597873.1681 213247.6976, 599830.401 211476.504799999, 597456.4005 211666.8003, 597227.798 212342.3969, 596202.907 212069.486500001, 599047.3001 210485.3993, 597281.9998 208870.3003, 596711.5993999999 208458.498600001, 594367.1988 208169.101500001, 592861.4033 208850.796399999, 592645.3003 207894.9, 591793.503 208678.595699999, 589036.6009 206952.600199999, 587450.7963 207804.396, 586955.5000999999 206255.4001, 585649.4978 207012.4026, 587395.9007 205117.495100001, 591422.2032 204697.7952, 589344.7034 202263.901900001, 590650.1027 202705.195599999, 591291.9972 204067.695599999, 593249.4983 204744.001900001, 593058.9962000001 205842.397600001, 594858.7034 206246.002, 596076.3354 205700.375299999, 598234.2814 206513.9769, 599897.1 208884.1998, 600000.0251 208910.104900001, 601780.2094000001 209358.1581, 602456.017 209321.098099999, 603851.5 207681.600500001, 603383.9046 199999.9737, 603198.665 196956.8698, 601959.0516 196001.050100001, 601137.9028 195505.896400001, 600000.0218 195413.173, 598011.1001 195251.100299999, 593528.0991 195556.400599999, 591481.7915000001 196860.093599999, 591536.8565 196800.1231, 591379.187 196914.75, 589949.313 196210.5, 583673.313 196494, 579233.813 195628.812000001, 579166.188 194787.797, 577495.812 194112.5, 574609 194116.562000001, 574152.563 195011.029999999, 573490.8100000001 194403.767000001, 569457.75 194818.516000001, 569114.125 197031.937000001, 565915.125 197704.703, 566923.784 199657.493000001, 565429.125 201897, 564400.189 202671.794, 563257.8100000001 201706.905999999, 562283.313 202067.375, 561327.992 204608.888, 562215.813 206224.203, 562110.688 210859.704, 560980.875 211567.703, 561334.313 212890.547, 563023.999 213334.108999999, 562929.25 214026, 564501.876 213623.503, 565538.313 215403.797, 565873.884 214820.493000001, 566517.938 215600.922, 565677.875 218471.297, 566282.251 220315.062000001, 567039.313 220061.797, 567606.25 217594.625, 568624.5 217299.891000001, 573612.499 219876.094000001, 573161.057 221409.085999999, 569920.001 222885.702, 567395.438 227937.530999999, 566590.688 228078.298, 567083.813 231158, 565812.5 233034.903999999, 566570.117 233300.09, 566747.875 234813.5, 565756.1189999999 237554.993000001, 567388.376 237872.796, 566859 240625.403999999, 564323.124 239751.704, 564008.689 240256.295, 563269.5 241689.891000001, 564926.624 243518.903999999, 567206.689 244355.297, 568273.875 243925.297, 569128.8639999999 245101.921, 571622.063 242448.062000001, 572241.806 243135.105, 574389.062 242979.062000001, 574978.193 244230.096000001, 578760 245712.203, 579608.875 245261.297, 580712.313 246417.5, 583998.621 246577.094000001)))"
55,NHS MORECAMBE BAY CCG,463,95.89568034557234,60.37365010799136,NHS Morecambe Bay CCG,North West,334287.0,133.42819175749975,"MULTIPOLYGON (((320895.0039 463915.605, 321213.3001 462418.4002, 322946.7998 462790.4003, 323221.5999 462008.0997, 323317.6999 462780.299900001, 323289.5008 461869.600199999, 320892.3998 461960.3002, 320000.0106 463567.991900001, 317158.7997 468686.600299999, 316713.4964 472634.4992, 318315.9995 473474.598999999, 317416.9001 472767.400699999, 318671.4016 468913.304400001, 318250.2001 467440.0002, 319999.9834 465842.4603, 320220.2034 465641.401000001, 320033.899 464144.399700001, 320895.0039 463915.605)), ((336593.687 511622.312000001, 337487 510082.812000001, 338204 510329, 340477 508100.405999999, 341378.406 509932.594000001, 343364.594 509879.905999999, 344034.906 510864.687000001, 345755.187 509301.094000001, 347218.906 509113.5, 347819.597 509933.403000001, 348945.094 508020.094000001, 354460.312 504300, 355403.308 505812.684, 355539 503687, 358535.001 501175.094000001, 360893.904 501441.593, 362207.096 499285.311000001, 362743.249 499763.108999999, 364228.313 499193.280999999, 365151 499993.5, 366722.762 497056.245999999, 368681.405 498090.312000001, 370033.156 497083.562000001, 371271 497925.905999999, 372751.688 496783.687000001, 375260.188 497377.999, 376200.188 495676.720000001, 379945.688 492125.094000001, 378980.002 489778.096000001, 379199.398 484963.191, 380217.5 483781.687000001, 381035.969 484131.812000001, 381431.999 482792.192, 380849.688 481693.625, 379083.313 481374, 377492.688 479172.905999999, 378494.186 477934.505000001, 377765.625 478593.969000001, 376816.688 477650.905999999, 372153.188 470703.094000001, 370731.312 469896.5, 370217.408 468108.310000001, 370883.312 466842.437000001, 369548.407 464523.095000001, 369352.312 461239.030999999, 367938.69 460639.593, 367245.531 458420.655999999, 365553.687 459044.094000001, 364246.375 457700.061000001, 362363.687 457477.655999999, 362469.406 454498.094000001, 363529.188 453347.812999999, 359612.719 450854.530999999, 357902.595 451467.905999999, 357554.173 450506.719000001, 354949.5 450618.125, 354015.188 449943.409, 353163.312 454034.312000001, 351872.5 453411.312000001, 351442.687 451449.594000001, 350525.285 450955.693, 350374.501 452156.562999999, 347861.812 453559.812000001, 346693.032 450276.841, 347333.812 449146.187000001, 343326.192 447226.596999999, 341981.094 449330.687000001, 342360.312 450285.405999999, 341999.9973 450624.3595, 342973.7027 450958.9036, 341910.4032 451729.903100001, 342914.4455 451525.8313, 343549.1008 452401.6008, 344660.601 452473.9999, 342907.0002 453038.1084, 342432.703 454029.3049, 343979.6 456287.899800001, 345508.4991 456151.498600001, 345559.1578 457365.3456, 343694.0001 456766.800799999, 342979.4651 456865.282099999, 342329.9036 455181.1952, 342144.5959 455771.1961, 341224.6037 455378.6985, 340906.8968 458660.9991, 339999.9898 459510.2391, 339557.6002 459924.4988, 339658.7179 459996.5989, 339675.1171 459999.999600001, 340000.0043 460067.371400001, 340325.0177 460137.9867, 339873.3771 460149.657500001, 340000 460239.943600001, 340759.7966 460781.702, 342344.7924 464389.873400001, 343206.2104 464831.0134, 344667.4248 464955.1426, 346487.3013 466185.9999, 346837.1234 466861.537, 346091.8001 466057.1, 346020.4997 467435.598999999, 348807.6 471300.9998, 346501.8963 469951.8971, 345474.9001 473083.199899999, 343679.9999 473751.4, 343343.736 476002.309699999, 344133.7006 476250.1043, 343715.0999 477707.9, 345145.3 479190.4001, 341051.3007 478040.2007, 340000.0043 476441.2466, 339037.9999 474978.0999, 339235.4003 473241.4955, 333864 471109.699999999, 334782.5973 473437.8991, 334666.9274 474982.616900001, 332328.3972 478435.998500001, 332765.461 480000.0233, 330703.9002 477236.799799999, 330828.4997 474540.4003, 327825.1014 469814.7963, 324942.6819 467013.5897, 323397.2999 465730.9998, 324785.3002 463816.399900001, 323456.4001 465490.1, 323018.0998 464971.0998, 323315.8003 465901.4, 322023.2001 468255.4014, 320284.2015 466665.5978, 320000.006 467115.7521, 318890.1019 468873.795700001, 319312.2998 473920.1007, 318502.7001 473929.5998, 318024.8003 475338.600099999, 319999.9855 476155.565400001, 320653.1019 476425.7039, 320292.001 477581.203299999, 320825.1 477334.800100001, 320977.199 479728.6994, 321451.3972 479999.9913, 321663.0397 480121.0733, 321717.7848 480152.3934, 323209.4998 483230.496300001, 322028.5019 482115.295399999, 321242.9999 484930.5002, 320037 485611.5002, 320151.8023 487587.299000001, 320000.0252 486880.685000001, 319962.2735 486704.927999999, 319733.7035 485640.7962, 320000.0047 485268.4475, 320420.4998 484680.5013, 320000.0025 484511.0517, 319054.9 484130.1998, 320000.0025 484486.8915, 320219.8002 483372.9999, 320000.0168 483134.1226, 317551.6009 480472.9987, 318312.3998 480124.799699999, 318489.2013 480733.600500001, 318885.4612 479999.970699999, 319260.2999 479305.9998, 317686.2003 477908.1997, 316093.5998 478686.4968, 315309.6008 477739.099199999, 313811.5998 478003.3003, 312551.0078 479999.997199999, 309265.8976 485203.4014, 307984.366 487737.057499999, 309104.312 486687.687000001, 310867.595 487055.193, 312385.187 488430.594000001, 314109.692 487023.408, 315176.594 487483, 314589.812 489261.905999999, 315229.5 490136.903000001, 315011.86 492635.547, 315883.406 492982.905999999, 315377.501 493646.904999999, 315903.594 494905.312000001, 315061.312 495641.905999999, 315711.094 496743.687000001, 319305.501 497108, 322267.186 500320.093, 323395 503980.187000001, 324981.5 504603.812000001, 324427.094 507151, 325891.5 508757.094000001, 327977.687 507914.905999999, 328200.188 509304, 328956.406 509058.405999999, 330381.905 510979.812999999, 333977.905 512091.812000001, 336593.687 511622.312000001)))"
56,NHS NEWCASTLE GATESHEAD CCG,615,12.632032520325202,10.669918699186992,NHS Newcastle Gateshead CCG,North East and Yorkshire,508774.0,1952.786583886078,"POLYGON ((423225.965 574536.392999999, 423199.781 571952.375, 426132.809 571677.875, 426477.312 570215.125, 425650.813 568426.502, 428337.687 567974.687000001, 428060.504 566501.123, 430227.8887 565516.2119, 429837.096 563498.624, 431136.219 562629.875, 431419.503 559773.6139999999, 427728.598 558965.807, 428496.406 557255.312000001, 428365.999 554230.374, 427053.694 553747.501, 426123.404 556440.499, 422519.594 553895.437000001, 422591.563 555416.312000001, 420904.719 555976.875, 420950.093 557252.8050000001, 419868.954 556474.387, 419420.906 557189.562000001, 417736.403 557154.504000001, 417007.969 558240.062000001, 414926.5 556913.436000001, 414096.188 557447.125, 413248.75 556554.5, 411575.363 556785.282, 409543.688 558088.125, 410277.781 559459.594000001, 411187.903 559517.812000001, 410750 562086, 412080.313 564649.812000001, 413643.5 565537.187999999, 414834.335 565176.8900000009, 414564.813 567752.812000001, 415670.406 567659, 416066.31 569970.387, 419594.5 572084.625, 418380 574593, 422592.406 576160.126, 423225.965 574536.392999999))"
57,NHS NORFOLK AND WAVENEY CCG,1456,118.85343406593407,97.30151098901099,NHS Norfolk and Waveney CCG,East of England,1032661.0,179.42557265801503,"MULTIPOLYGON (((592868.5723 343928.7434, 591691.3961 343888.0023, 592608.0985 346295.0033, 595609.6611 344860.078600001, 594942.9097 344415.5777, 593069.656 344267.410700001, 592868.5723 343928.7434)), ((600000.0213 346650.304500001, 610004.1963 343886.8028, 619999.9838 342615.6928, 621665.2378 342403.931500001, 622306.8484 342163.0788, 626090.3033 339999.979800001, 630785.0002 337315.9001, 636603.0666 332795.596000001, 642768.7873 327809.222899999, 644689.6896 325899.002599999, 649980.6801 319871.656199999, 652888.8039000001 312063.0023, 653508.6015 303816.2028, 652793.6752000001 304775.6785, 653015.9256 303680.3014, 653432.9036 303692.098300001, 653009.998 302860.6963, 653169.8927 302119.212099999, 653126.191 301993.5, 653167.1794 301881.0436, 653607.2236 299999.9734, 653779.1676 299264.959000001, 653818.3488 299167.2152, 655644.798 293736.3982, 655269.8002000001 293192.100199999, 655202.7001 292589.4998, 654235.4563 290606.449200001, 653999.4723 290131.0461, 653870.1969 289891.286499999, 653869.1098 289855.363, 653852.3003 289820.9001, 653700.7804 284576.414899999, 652927.1474 281969.1033, 652299.8675000001 279999.995100001, 650620.0999 274726.9998, 650095.147 274516.719699999, 649417.806 275843.188999999, 647356.5 277015.594000001, 646121.25 276517.155999999, 643343.063 277122.375, 642704.125 276163.030999999, 640235.88 277022.305, 637802.304 275774.692, 637604.187 277998.904999999, 634074.313 279801.062000001, 632232.424 279381.418, 628475.5 283753.530999999, 627016.688 283450.187000001, 625765.313 281768.719000001, 623703.125 282042, 622016.5 279783, 618919.375 277890.5, 608921.813 280037.812000001, 602009.814 278826.905999999, 599493.375 280794.594000001, 595176.188 280789.375, 593365.563 281881.812000001, 591186.188 280541.280999999, 588311.188 280523.187000001, 587245.807 279655, 586360.5 280981.312000001, 584651.6899999999 280859.5, 581600.5 282366.5, 584861.694 286987.289999999, 582473.625 287297.312000001, 581269.188 288290.687000001, 579645.625 286957.187000001, 578150.624 287280.297, 577845.625 286653.5, 573687.875 287297.469000001, 571601.625 286350.312000001, 566296.313 286077.905999999, 565236.803 284823.57, 565113.309 286848.594000001, 561773.125 289508.094000001, 560767.808 291883.595000001, 556807.376 293141.188999999, 553239.688 292370.687000001, 552558.62 291478.582, 549782.311 293590.812000001, 551413.812 294562.094000001, 549715.313 295171.187000001, 550195.493 295666.881999999, 549542.125 296452.094000001, 550258.613 296886.093, 549619.563 296732.344000001, 549567.375 297482.719000001, 550396.499 298169.096999999, 549592.937 298698.312000001, 550435 299506.687000001, 549122.125 300597.405999999, 548520.563 302667.280999999, 550326.813 304981.812999999, 546889.125 308063.405999999, 547812.813 308673.125, 547797 311147.5, 545677.25 311565.5, 546710.385 317809.097999999, 547711.625 317540.719000001, 553378 321886.094000001, 551507.813 323131.905999999, 552888.8962 326676.8584, 552994.1006 326663.302999999, 557223.8 327041.300000001, 557786.1111 326680.349199999, 557806 326486, 557837.5506 326647.3299, 558575.4 326173.699999999, 559680.0041 324128.0986, 559999.9784 323333.316500001, 560243.7437 322727.829399999, 559999.9784 323594.2305, 559691.3988 324690.997400001, 559503.1602 325145.5449, 559085.4984 326483.728599999, 560000.0279 327251.369100001, 564722.7003 331215.5, 564681.1002 333512.300100001, 566806.7068 339999.963400001, 567425.2998 341888, 570753.6002 345077.0001, 572160.5036000001 345207.604599999, 572787.0980999999 344263.001, 573768.7002 344884.5, 574972.3003 344306.8013, 573949.2037 345290.401000001, 575877.3998 345012.300000001, 575792.8002000001 344438.799900001, 576015.3995000001 345033.104599999, 579638.5019 345432.4003, 579229.0027 344747.996200001, 579999.9730999999 345155.793, 581046.7996 345709.5009, 581974.2783 345290.091, 583522.7337 345142.7732, 583939.3079 344276.2302, 585295.4984 344887.799900001, 585499.9003 345617.198899999, 584844.0992000001 345738.4, 586841.7996 345764.9001, 586876.6202 345754.1796, 589046.8999 345085.999399999, 589014.1011 345927.398600001, 591578.4965 345587.195900001, 591598.2022000001 343845.9045, 592919.3001 343581.5001, 593216.3037 344178.8191, 596071.1973 344320.7985, 596176.5 344906.301000001, 597261.0998 344192.595100001, 600000.0026 344772.297499999, 600501.3008 344878.399800001, 602554.326 344875.292199999, 602647.4003 344041.498400001, 602823.5973 345009.8014, 603962.603 345392.2018, 600927.1352 346290.8158, 600000.026 346070.0755, 598704.6308 345761.6481, 600000.0213 346650.304500001)), ((581738.5058 346605.218699999, 584801.4026 345877.503, 582350.7972 345633.4027, 581239.1002 346376.799799999, 580122.5035 345595.103700001, 580233.0368 346549.0606, 579999.997 346541.125600001, 578807.004 346500.5045, 579999.9938000001 346638.302200001, 580695.9025 346718.684, 581738.5058 346605.218699999)))"
