,CCG_2122,Activity_count,Travel_distance_km,Travel_time,Pt_CCG,Pt_Region,Population,Population_density,geometry
10,NHS BOLTON CCG,272,34.24889705882353,23.19485294117647,NHS Bolton CCG,North West,288248.0,2077.7013118257496,"POLYGON ((375025.403 414992.094000001, 375000 413830.404999999, 376080.094 412702.5, 375150.813 410809.780999999, 375330.187 408323.405999999, 376516.312 407162.812000001, 376314.406 406314.687000001, 375347.003 406428.404999999, 377465.903 405521.999, 377678.404 404161.908, 376655.405 404324.903999999, 376601.594 403346.309, 371124.594 405142.312000001, 370193.193 403647.494999999, 366571.907 404820.187000001, 364711 403069.5, 362355.781 405840.312000001, 363030.187 407325.312000001, 361843.594 409543.5, 358669.999 410970.309, 360670.281 412859.219000001, 362419.812 411151.687000001, 366280.59 414615.714, 368397.906 413492.905999999, 369689.689 413818.907, 371095 416703.094000001, 372211.812 414228.687000001, 375025.403 414992.094000001))"
11,NHS BRADFORD DISTRICT AND CRAVEN CCG,636,33.25770440251573,28.24056603773585,NHS Bradford District and Craven CCG,North East and Yorkshire,593410.0,420.6732986725426,"POLYGON ((418017.656 446037.469000001, 417704.594 444445.094000001, 418689.5 444041.094000001, 418143.687 443310.5, 416107.906 443189.594000001, 414064.188 444544.594000001, 413220.095 443319.822000001, 415847.312 440848.998, 418827.5 441149.5, 420153.185 440187.187999999, 419069.5 431899.687000001, 421024.807 432282.001, 421567.938 431564.780999999, 423796.313 431530.905999999, 423196.612 430262.189999999, 421085.594 428948.905999999, 418925.907 429602.187999999, 417655.757 427869.809, 416760.281 427851.905999999, 416857.25 426481.155999999, 415864.813 426486.687999999, 415267.597 425561.812000001, 412655.812 429790.905999999, 411446.192 429717.494999999, 409630.5 428002.905999999, 408499.813 428723.905999999, 408440.281 431379, 404830.094 432362.687000001, 401359.5 432224.282, 400969.5 433314.280999999, 396065.904 436596.499, 397009.188 437026.905999999, 397062.942 439322.356000001, 394185.094 441332.312000001, 394673.156 442384.312000001, 391931.499 447457.187000001, 388023.094 448958.780999999, 388318.175 450000.058, 387239.125 452627.75, 385286.692 451690.409, 384878.406 452818.905999999, 385599.219 453561.812000001, 384991.688 453964.594000001, 380792.903 453190.5, 379173.906 455357.095000001, 377809.688 454872.312000001, 376997.313 455460, 377009.188 457225.218, 377844.188 457098.094000001, 376685.5 458181.280999999, 375605.781 461521.699999999, 372209.812 460317.719000001, 369352.312 461239.030999999, 369548.407 464523.095000001, 370883.312 466842.437000001, 370217.408 468108.310000001, 370731.312 469896.5, 372153.188 470703.094000001, 376816.688 477650.905999999, 377765.625 478593.969000001, 378494.186 477934.505000001, 377492.688 479172.905999999, 379083.313 481374, 380849.688 481693.625, 381431.999 482792.192, 385163.313 484078.405999999, 387209 483538.094000001, 388898.5 481427.75, 390216.403 482218.998, 390939.625 481071.844000001, 393577.207 481809.614, 396127.906 479398.812000001, 397109.81 476233.1, 399803.689 475231.193, 400608.903 473254.189999999, 401894.313 473584.812000001, 402476.188 472922.5, 403498.188 469933.594000001, 406266.688 469626.155999999, 410529.587 463859.759, 409674.281 461915.312000001, 408379.312 461125.25, 408452.594 459971.469000001, 409696.533 459206.210999999, 410055.5 457526.594000001, 410916 457512.844000001, 411980.906 455186.5, 411458.001 454413.595000001, 412117.619 453578.091, 408046.002 450914.095000001, 408316.938 449960.094000001, 409761.813 448327.094000001, 410852.806 448376.904999999, 410096.191 449415.788000001, 412893.194 449227.902000001, 414810.406 447282.562000001, 416803.219 447457.905999999, 418017.656 446037.469000001))"
12,NHS BRIGHTON AND HOVE CCG,356,14.916853932584269,13.924157303370787,NHS Brighton and Hove CCG,South East,291738.0,3428.9662260638424,"POLYGON ((531277.813 111339.898, 531282.5 110391, 532244.25 109894.983999999, 533939.621 110440.99, 534839.313 109927.305, 535739.813 106404.097999999, 538316.5 106471.32, 537731.125 104295.601, 539529.875 104344.117000001, 539862.374 103579.102, 538370.5612 101820.5319, 538342.1481 101826.250499999, 538326.7963 101793.6007, 537863.5307999999 101898.040100001, 534493.7201 102980.013599999, 534536.8443999999 102648.0141, 533234.627 102941.588199999, 533245.813 103235, 527306.5261 104278.0297, 525737.2974 104631.7993, 525687.7044 104627.802100001, 523598.094 108626.898, 524408.5 109957.5, 526371.5 109377.312000001, 526550.375 110023.594000001, 527618.688 109238.969000001, 528256.688 111691.530999999, 529091.875 111919.101, 528964.813 110627.102, 531277.813 111339.898))"
13,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE CCG",1134,18.54770723104056,15.844797178130511,"NHS Bristol, North Somerset and South Gloucestershire CCG",South West,969256.0,962.950977805911,"POLYGON ((381208.906 186560.391000001, 382055.402 185702.105, 381611.906 181962.5, 382587.19 180914.904999999, 377582.313 177668.904999999, 378473.096 176537.707, 379927.875 176451.405999999, 379548.906 173332.108999999, 380286.313 173246.297, 379613.903 170018.905999999, 378359.5 169317.297, 377504.094 170937.797, 376235.596 171227.199999999, 367449.812 168647.703, 366654.001 169284.203, 365833 168908.594000001, 365912.594 170117.703, 364763.312 169640.797, 363512.312 170773.703, 363731.5 169754.799000001, 362304.187 167738.608999999, 361088.594 168227.405999999, 360390.812 166859, 356767.5 165780.812000001, 357473.219 164924.703, 356469.689 165530.296, 356244.687 164206.391000001, 355243.594 164206.297, 354462.282 160594.001, 352973.928 160537.41, 353534.5 162625.594000001, 352771.312 162559.297, 351783.187 164763.203, 352008.149 161387.122, 350784.692 160095.5, 352219.594 159253.797, 351670.406 157895, 343316 158980.108999999, 343610.906 156123.596999999, 338944.597 156025.798, 338411.5 156766.5, 337540.414 154991.903999999, 334784.5 156412.703, 333033.098 156625.798, 332282.187 155625.905999999, 331087.906 156011.405999999, 331358 157717.405999999, 330421.775 158572.763, 330821.8019 158450.5033, 331228.1931 159999.9734, 331654.2974 161624.604800001, 330831.1 162391.4002, 332745.3994 163182.999700001, 333122.9994 164405.2994, 333074.7978 165313.9987, 331849.6971 165942.898700001, 332493.1128 166178.2071, 334724.5579 166776.6505, 334749.6008 166197.1, 336275.4997 166716.6, 338436.7012 168543.5042, 339999.997 171381.263800001, 340768.8822 172776.976299999, 340991.4 173180.899800001, 341717.8128 173773.243100001, 346377.3604 177572.8068, 346398.4156 177584.214299999, 348976.5126 177339.361199999, 349236.7021 177313.135600001, 349390.504 178401.102600001, 349479.3791 178332.203500001, 352554.7028 175948.104699999, 350242.1022 178825.8006, 351301.0919 179999.9878, 351862.7981 180622.796800001, 351875.898 180647.215, 351903.4712 180702.5636, 351918.8305 180717.119999999, 351951.8995 180764.797800001, 352025.6008 180855.200099999, 352036.7976 180867.996400001, 352158.6017 181062.100500001, 352399.2999 181385.8982, 352436.1985 181389.6985, 352434.2214 181407.361500001, 352437.3014 181424.597100001, 352438.8489 181459.2478, 352448.7499 181488.1493, 352466.7549 181529.753599999, 352494.8524 181607.901799999, 352503.4996 181623.2248, 352524.9959 181672.6961, 352539.0318 181687.5995, 352559.5444 181706.237199999, 352588.5527 181754.5524, 352602.0761 181780.4713, 352617.3268 181802.4246, 352641.8216 181846.218599999, 352653.3509 181859.6526, 352679.3022 181900.6008, 352692.3319 181920.251, 352701.3 181939.7996, 352718.3013 181971.3006, 352724.7883 181986.3027, 352740.2926 182001.5066, 352748.7009 182013.298599999, 352751.3022 182029.354, 352782.5511 182063.251499999, 352797.6443 182079.478800001, 352857.9411 182062.6614, 352870.5274 182043.6272, 352886.2664 182018.2983, 352900.5189 182016.0189, 352890.5705 182035.566500001, 352869.0499 182071.901799999, 352840.9027 182126.3518, 352858.2489 182182.5, 352861.1703 182202.5441, 352890.1306 182246.949200001, 352897.011 182261.692, 352916.0014 182291.9988, 352924.2641 182311.5832, 352938.9054 182340.627599999, 352949.7017 182360.332599999, 352966.3499 182385.601399999, 352989.704 182421.9016, 352997.9985 182434.498, 353008.1977 182444.895, 353025.1004 182472.0976, 353033.8028 182489.1524, 353051.9431 182510.704399999, 353061.7988 182536.198899999, 353071.6652 182549.370200001, 353087.3096 182584.8268, 353106.7015 182605.848999999, 353112.0211 182625.4187, 353125.7997 182644.500399999, 353137.6582 182658.0153, 353160.8587 182703.5989, 353176.1732 182726.476299999, 353189.4733 182753.2248, 353275.3168 182903.3215, 353303.1511 182948.9002, 353311.5994 182965.495999999, 353325.2726 182981.300100001, 353335.3814 182996.5777, 353346.6047 183017.0305, 353369.8887 183050.0341, 354119.5005 186298.601399999, 356618.9985 189831.000700001, 355859.0489 190260.659499999, 355378.094 192104.516000001, 357413.687 195395.891000001, 359800.406 195989.126, 362706.501 198319.903000001, 366230.594 196244.578, 366144.687 194117.796, 369449.812 194948.389, 373385.406 193530.422, 372380 193002, 373176 192150.955, 372759.906 188798.719000001, 374428 188817.203, 374777.404 189496.202, 377161.497 188135.697000001, 379703.813 188479.780999999, 381208.906 186560.391000001))"
14,NHS BUCKINGHAMSHIRE CCG,866,43.901040462427744,33.73063583815029,NHS Buckinghamshire CCG,South East,549826.0,351.68225340954876,"POLYGON ((477511.289 238583.187000001, 481927.813 234214.391000001, 482262.999 232568.702, 479973.721 229388.34, 481796.313 226541.5, 482935.499 226466.798, 482728.786 228585.998, 483607.375 227767.344000001, 485408.969 228212.828, 489920.125 223268.953, 491396.5 223409.594000001, 492871.281 221772.094000001, 495068.812 221668.093, 497615.405 220030.187000001, 500864.719 215765, 500465.095 214990.096000001, 499772.598 215220.505999999, 499280.906 215585.703, 497872.402 212979.501, 494320.307 214362.103, 491968.25 213858.453, 489971.049 216636.652000001, 490552.5 217552.297, 489873.188 218529.75, 488232.594 218279.297, 486545.313 216273.108999999, 488073.188 214007.5, 489058.28 214331.958000001, 490745.5 212098.391000001, 490430.755 211218.780999999, 491899.218 208334, 495853.404 206323.596000001, 497676.594 206880.202, 498494 205219.391000001, 499269.5 205520.797, 500229.688 204533.797, 499364.094 202436.797, 500723.469 200787.937000001, 500431.406 199208.395, 503033.688 198952, 503466.595 198202.202, 502379.421 197620.290999999, 502277.806 196544.903000001, 501296.594 196772.905999999, 501183.005 194258.040999999, 502556.188 190258.703, 503946.088 190047.434, 505700.344 185577.703, 504439.825 183254.937999999, 505366.999 179778.700999999, 504918.809 178390.703, 501989.311 178177.703, 502331.903 179969.798, 499415.909 180117.639, 498939.099 182116.191, 499478.594 182537.200999999, 497931.5 181359.594000001, 495072.094 183111.107999999, 493053.593 181809.498, 493146.502 179293.218, 494283.403 179065.498, 494933.625 177933.75, 493713.125 177142.687000001, 492681.906 177464.404999999, 491248.313 179534.891000001, 490072.813 179967.905999999, 490830.375 185026.062000001, 490448.375 185952.047, 489395.813 185873.703, 488894.313 187307.703, 486238.906 185838.797, 485091.406 186078.5, 483785.907 184297.608999999, 480346.095 183507.797, 477752.194 185399.5, 476591.712 183461.409, 476238.781 184704.469000001, 473545 186903.096000001, 473432.594 187934.703, 475116.094 189496.203, 473292 190089.5, 473583.188 191546.094000001, 472772 192754, 473828.313 193635.983999999, 472688.875 195181.608999999, 474311.813 195283.297, 474469 196173.187000001, 470496.095 201137.605, 468922.815 200381.208000001, 467029 201175.5, 467551.602 204249.676999999, 468736.594 204561.880000001, 470929.219 202624.483999999, 471898.688 204512.766000001, 472585.031 204399.875, 472924.596 206630.202, 470519.469 207384.312000001, 470082.906 206421.780999999, 467061.187 207022.405999999, 467035.314 205580.405999999, 465997.719 205530.062999999, 463538.284 206828.333000001, 463331.875 209498.969000001, 460595.813 210349.095000001, 460430.688 212458.297, 461437.305 213559.893999999, 459306.688 215468.108999999, 460606.906 216668.516000001, 463601.906 214915.983999999, 465745.313 216118.108999999, 464715.688 216584.5, 464497.094 219314.797, 463593.314 220196.905999999, 464172.403 221375.798, 462474.006 222096.819, 463415.806 224698.798, 462905.005 225295.708000001, 465072.998 228139.071, 463406.937 227606.891000001, 462272.938 229157.266000001, 465097 234201.200999999, 460619.903 235588, 459336.25 236329.655999999, 460312.313 238890.391000001, 464396.594 240897.905999999, 466753.094 241040, 465733.625 242136.172, 466827.904 242370.093, 470845.5 241894.797, 471920.478 243091.895, 475162.813 236430.203, 476237.094 237596.703, 477107.594 237433.298, 477511.289 238583.187000001))"
15,NHS BURY CCG,247,37.30364372469636,24.672064777327936,NHS Bury CCG,North West,190708.0,1892.758635648732,"POLYGON ((382117.103 413139.880000001, 383865.999 411469.904999999, 381407.813 409741.094000001, 382012.219 409230.312000001, 382942.596 409884.153000001, 383986.781 408367.280999999, 384375.29 404708.501, 383420.406 405357.094000001, 382314 404566.405999999, 382589.596 403146.5, 383755.092 403652.401000001, 383061.504 402391.789999999, 380813 401741.907, 379515.5 403434.687000001, 377678.404 404161.908, 377465.903 405521.999, 375347.003 406428.404999999, 376314.406 406314.687000001, 376516.312 407162.812000001, 375330.187 408323.405999999, 375150.813 410809.780999999, 376080.094 412702.5, 375000 413830.404999999, 375025.403 414992.094000001, 375607.999 415062.904999999, 376122.906 417715.687000001, 375568.596 419018, 379162.188 417655.125, 380339.688 418956, 380575.406 416025.469000001, 382117.103 413139.880000001))"
16,NHS CALDERDALE CCG,246,34.519105691056915,25.61382113821138,NHS Calderdale CCG,North East and Yorkshire,211439.0,576.3511219852758,"POLYGON ((415267.597 425561.812000001, 416350 425515.686000001, 417530.5 424126.719000001, 417847.095 420466.193, 416779.403 422038.999, 411603.739 419319.368000001, 409757.594 419577.905999999, 410431.686 418857.188999999, 407061.094 416550.096000001, 404444.313 416875.5, 401900.094 414358.686000001, 399470.906 413357.687000001, 398573.499 413253.280999999, 398320.309 414188.493000001, 396713.094 420803.280999999, 393959.308 419300.694, 392296 419423.812000001, 391239.188 421037.687000001, 390700.5 420178.905999999, 390432.593 420649.596000001, 388662.597 425190.818, 391470.313 428417.875, 391642.938 433641.030999999, 396065.904 436596.499, 400969.5 433314.280999999, 401359.5 432224.282, 404830.094 432362.687000001, 408440.281 431379, 408499.813 428723.905999999, 409630.5 428002.905999999, 411446.192 429717.494999999, 412655.812 429790.905999999, 415267.597 425561.812000001))"
17,NHS CAMBRIDGESHIRE AND PETERBOROUGH CCG,1444,44.10228531855955,34.862880886426595,NHS Cambridgeshire and Peterborough CCG,East of England,896725.0,238.88814004400732,"POLYGON ((546710.385 317809.097999999, 545677.25 311565.5, 547797 311147.5, 547812.813 308673.125, 546889.125 308063.405999999, 550326.813 304981.812999999, 548520.563 302667.280999999, 549122.125 300597.405999999, 550435 299506.687000001, 549592.937 298698.312000001, 550396.499 298169.096999999, 549567.375 297482.719000001, 549619.563 296732.344000001, 550258.613 296886.093, 549542.125 296452.094000001, 550195.493 295666.881999999, 549715.313 295171.187000001, 551413.812 294562.094000001, 549782.311 293590.812000001, 552558.62 291478.582, 553239.688 292370.687000001, 556807.376 293141.188999999, 560767.808 291883.595000001, 561773.125 289508.094000001, 565113.309 286848.594000001, 565236.803 284823.57, 561625.624 281731.312999999, 564037.188 276449.969000001, 566460 275112.593, 565288.188 272889.405999999, 565825.687 271416.626, 567612.5 271524.25, 570947.188 268127.625, 570585.1899999999 266813.096999999, 565560.188 264732.375, 562592.375 268797.594000001, 560959.125 269220.187000001, 559771.187 265858.094000001, 561262.688 263873.094000001, 560045.322 263045.492000001, 562052.813 261353.328, 565424.376 262927.093, 564928.699 263820.086999999, 565756.8689999999 264487.009, 569479.125 262283.905999999, 570450.392 263049.392000001, 571833.375 261707.891000001, 570488.125 254794.719000001, 569086.193 254541.501, 567781 255604.391000001, 566719.375 254042.405999999, 565445.3100000001 253978.797, 565606.625 251206.547, 563704.875 249263.844000001, 563225.816 247603.9, 564153.998 246884.876, 564926.624 243518.903999999, 563269.5 241689.891000001, 564008.689 240256.295, 560961.563 241632.030999999, 559420.125 244150.047, 556709 246025.859999999, 556031.122 246252.899, 554396.875 244437.374, 553233.75 245761.047, 551046.375 246103.141000001, 549723.5 243893.641000001, 550228.063 242463.891000001, 548713.1949999999 241839.471000001, 548655.313 241079.905999999, 547592.313 241567.155999999, 546034.691 240905.801999999, 545372.625 242293.358999999, 544457.124 242299.903000001, 543656.563 237979.844000001, 542051.442 236168.088, 542184.313 233751.596999999, 539829.809 234306.898, 537614.688 233513.594000001, 537204.876 234658.903000001, 535772.688 235034.203, 535339.625 233536.094000001, 534162.193 233050.595000001, 532346.875 235915.405999999, 528645.4449999999 237488.775, 528081.688 240291, 526595.625 241012.905999999, 527071 242848.797, 526365.626 244062.280999999, 527179 248225, 526661.688 251090.797, 520884.725 251071.581, 522090.303 252660.005000001, 519028.858 254551.548, 520357.112 256118.284, 518859.944 258271.322000001, 516506.312 258284.596000001, 517159.094 261295, 513812.906 261831.172, 513202.823 261700.676000001, 513399.209 260455.903000001, 511114.787 260665.707, 510476.201 264894.003, 511163.901 265173.596999999, 510953.063 265944.469000001, 507752.719 266371.937000001, 506770.095 267653.594000001, 506705 269634.312000001, 504689.403 270534.999, 504563.813 272309.805, 503427.823 272505.710000001, 503789.313 273405.312000001, 502332 274618.437000001, 502992.906 276181.905999999, 502067.782 277226.311000001, 502653.313 278382.094000001, 499848.55 279997.796, 502060.188 281332.594000001, 500734.906 282936.905999999, 502506.688 283708.5, 503788.094 286731.812999999, 500698.094 287255.312000001, 500939.21 288081.998, 500109.313 288020, 501962.999 289553.404999999, 500423.313 289767.812000001, 498717 291584.219000001, 495375.094 289704.593, 494724 291621.312000001, 492654.406 291764.094000001, 490233.694 290707.903000001, 490660.688 291955.5, 492649.5 292651.812000001, 492128.813 294028.905999999, 490325.688 294947.405999999, 489931.312 296467.187000001, 494737.219 299890.594000001, 495826.781 299782.5, 496175.906 300728.404999999, 496851.219 299621.812999999, 497765.906 300605.904999999, 498714 300447.405999999, 498101.406 301376.5, 498904.594 304131.905999999, 500414.593 305989.094000001, 501933.219 305782.094000001, 504763.906 307404.5, 507959.188 306780.719000001, 511676.406 308374.312000001, 512672.813 309872.405999999, 515777.594 309433.812000001, 517762.812 307382.094000001, 521409.313 309325.594000001, 522343.406 307608.904999999, 523189.594 308534.187000001, 525850.188 307594.501, 528418.497 309965.189999999, 529411 309388.187000001, 531011.188 310371.095000001, 533246.124 308906.780999999, 536748.875 309359.405999999, 538600.188 311308.687000001, 538179.688 314926.687000001, 539436.313 316397.282, 541180 316042.187000001, 544097.063 317872.562000001, 546710.385 317809.097999999))"
18,NHS CANNOCK CHASE CCG,194,22.674226804123712,20.567010309278352,NHS Cannock Chase CCG,Midlands,138310.0,1012.6120976009138,"POLYGON ((409537.998 314699.310000001, 406351.969 315113.029999999, 405841.907 315871.188999999, 405103.906 315247.812000001, 404326.656 312935.905999999, 405804.814 312554.312000001, 402851.406 309605.094000001, 403169.313 307212.812000001, 402738.096 305007.098999999, 399818.5 304367, 397692.813 302669.344000001, 398057.183 302130.189999999, 396142.594 302668.312000001, 395537.875 301589.312000001, 394611.812 301571.194, 393379.505 303892.809, 397077.594 305287.594000001, 392378.929 308600.296, 395486.125 311661.780999999, 395858.596 314087.402000001, 398887.906 315986.094000001, 398853.281 317915.375, 401909.97 318215.6, 403878.497 319573.977, 408157.281 316416.969000001, 410593.907 317411.403999999, 409537.998 314699.310000001))"
19,NHS CASTLE POINT AND ROCHFORD CCG,254,24.721653543307088,21.96062992125984,NHS Castle Point and Rochford CCG,East of England,178151.0,838.0577625186226,"MULTIPOLYGON (((596672.8002000001 191182.899800001, 595752.6995 188887.4, 594632.699 191154.200999999, 596117.3998 192362.8002, 596672.8002000001 191182.899800001)), ((600000.0034 189456.122199999, 598787.4998 188343.896500001, 595950.5969 188848.801899999, 597310.1991 190790.796, 596671.3966 192122.9047, 598661.0003 192375.0998, 599100.7998 194504.1998, 600000.0098 194651.6821, 604827.1967 195443.404200001, 603038.8002000001 192243.6009, 600000.0034 189456.122199999)), ((591890.1372999999 196415.370200001, 592830.8997 195391.1, 598497.3973 194638.5046, 598595.802 192821.3047, 595411.6003 192673.0985, 594396.7985 193744.2006, 595344.6999 192513.1, 592431.9675 190816.378599999, 594482.8 191203.5997, 593661.504 190082.298800001, 594661.901 190387.6009, 595409.7999 188552.899800001, 597711.5028 188010.002, 595733.0597 186184.651000001, 595587.875 186356.078, 593494.304 186302.648, 593290.613 187463.593, 582954.188 189736.297, 582331.6351 185409.787599999, 582295.2009000001 185397.1, 582269.4237 185389.202500001, 581137.8586 185042.5177, 580000.0204 185333.8201, 577660.3964 185932.796499999, 580000.0045 184591.928400001, 580358.0979000001 184386.699100001, 582650.497 183985.0041, 581788.0966 183353.604800001, 583030.6003 183634.6997, 580000.0126 182430.623400001, 578677.804 181905.2995, 577298.2981 182091.496200001, 576935.6869 182511.326300001, 576909.25 182697.983999999, 576776.1168 182696.076099999, 576306.4996 183239.7974, 575545.0023000001 182960.8972, 574710.0098 184216.1779, 576464.562 184817.922, 576324.749 188957.969000001, 578052.563 190732.312000001, 576648.002 191714.395, 577495.812 194112.5, 579166.188 194787.797, 579233.813 195628.812000001, 583673.313 196494, 589949.313 196210.5, 591379.187 196914.75, 591536.8565 196800.1231, 591890.1372999999 196415.370200001)))"
20,NHS CHESHIRE CCG,1235,39.198704453441295,29.54493927125506,NHS Cheshire CCG,North West,730490.0,350.07489983570343,"POLYGON ((379198.89 384550.021, 380330.5 383560.780999999, 380032.751 382620.597999999, 383030.314 384895.719000001, 384072.594 384769.125, 387753.594 383989.094000001, 388048.306 383029.806, 387168.785 382432.096999999, 389398.693 381166.044, 390503.306 382893.693, 390032.406 383480.094000001, 390846.406 385612.687000001, 391898.688 385013.312000001, 393763.813 385470.405999999, 395566.313 384501.905999999, 397398.594 386357.780999999, 398030.794 385931.85, 399645.656 384185.905999999, 399464.688 373737.186000001, 401775.406 370445.312000001, 400747.094 369548.094000001, 400938.013 368500.916999999, 400083.594 366292.719000001, 396988.5 366172.530999999, 395402.406 363841.875, 392604.814 363508.780999999, 390712.094 365197.905999999, 390641.156 362176.5, 389690.094 362508.5, 383587.149 354804.228, 383138.095 355224.811000001, 380443.807 353494, 378792.307 353838.402000001, 376800.313 351045.5, 374541.88 350654.379000001, 374326.501 347720.404999999, 375242.714 346426.005000001, 374394.875 345675.219000001, 374540.377 344631.403999999, 370776.025 343300.714, 370908.811 341438.218, 367775.312 340267.468, 365082.306 342004.806, 364516.903 338994.124, 362399.189 340988.997, 360701.219 339937.625, 359950.503 340792.310000001, 360154.219 342637.5, 357635.5 344557.5, 354804.312 343358.719000001, 353161.406 344461.999, 351298.71 343126.993000001, 349089.5 343495.812000001, 348629.094 344421, 346172.562 343884.812000001, 343986.219 344749.405999999, 343473.687 347034.811000001, 342344.156 347624.187000001, 342717.812 349229, 341765.311 350143.594000001, 342504.5 351121.312999999, 341656.687 351516.187999999, 342365.5 351835.187000001, 341030.499 353379.595000001, 341432.5 354167.001, 339697.405 355336.380999999, 341125.812 358637.5, 339626 357558.905999999, 336944.311 358687, 333557.812 362337.594000001, 338078.5 364218, 338471.5 366195.905999999, 333460.406 371444.312000001, 330973.5 373254.001, 328146.8767 373768.090399999, 327390.3803 374166.573899999, 327080.0196 374540.6428, 326757.7041 375405.3006, 327909.399 375490.396199999, 327302.4965 376265.204600001, 328267.2794 376193.6624, 327827.2039 376376.8025, 327644.3038 377431.6006, 327208.9975 376938.7017, 326498.8999 377354.602600001, 326538.9159 378682.8364, 328536.807 380475.305, 331706.404 378355.501, 333947 379365.312000001, 335584.312 378691.5, 337495.812 379685.187000001, 338019.094 379194.687000001, 338212.2275 379453.1228, 338224.2012 379434.5974, 339999.973 377986.706900001, 340803.7998 377331.299900001, 340076.6026 378160.402100001, 343066.8998 377568.6997, 342945.9004 377001.104, 344140.0004 378303.100400001, 343698.8008 379221.500299999, 345725.301 379110.999700001, 347521.9004 377894.2993, 349944.2722 380000.011499999, 349965.0787 380018.098099999, 350834.594 379134.094000001, 351892.312 379820.812000001, 353398.281 378990, 354451.398 380052.805, 357345.11 378867.15, 357116.811 379436.497, 358511.187 379342.094000001, 358800.812 380554.780999999, 359514.687 379630.708000001, 360448.88 380778.124, 361050.312 381545.5, 362775 380915, 365582.656 382956.061000001, 365410.313 383570.308, 367700.281 385779.687000001, 370826.727 385621.276000001, 371724.952 387929.67, 375091 385450.905999999, 377481.594 385664.405999999, 379198.89 384550.021))"
21,NHS CHORLEY AND SOUTH RIBBLE CCG,252,49.380158730158726,30.626984126984127,NHS Chorley and South Ribble CCG,North West,179497.0,758.1184196155176,"POLYGON ((363060.812 427981.187000001, 364461.219 422995.719000001, 366064.687 421812.999, 364921.907 418843.282, 366280.59 414615.714, 362419.812 411151.687000001, 360670.281 412859.219000001, 358669.999 410970.309, 358109.594 412599.625, 354484.812 412190.403999999, 353825.033 413309.119999999, 354161.309 414679.499, 353151.406 413706.280999999, 351406.676 414377.808, 349903.403 413388.596000001, 348441.156 414385.75, 347442.969 413561.155999999, 345814.719 418771.905999999, 345935.095 421498, 350069.596 422091, 350462.594 423984.905999999, 351769.594 424081.25, 352037.031 425820.655999999, 354369.719 425810.719000001, 353891.875 427139.780999999, 356310.28 426652.25, 357182.094 427599.155999999, 358290.125 425666.062000001, 362062.031 428475.719000001, 363060.812 427981.187000001))"
22,NHS COUNTY DURHAM CCG,654,43.71590214067278,35.00152905198777,NHS County Durham CCG,North East and Yorkshire,533149.0,238.88360162400113,"POLYGON ((428365.999 554230.374, 428216.469 553526.125, 430141.5 553813.625, 431758.305 553040.382999999, 431943.094 548600.187000001, 433401.313 546209.437000001, 432839.5 545053.812000001, 437219.064 545518.2169999999, 437816.656 547802.5, 437250.813 549558.5, 441987.1415 551954.435699999, 443548.9967 549669.244000001, 443720.7564 549403.455399999, 443173.3 549442.803099999, 445085.2998 541876.0997, 445234.5131 541674.1001999991, 445239.75 541647.35, 445456.0781 541374.1537, 446471.1607 539999.9723, 448906.3836 536703.257200001, 448290.069 536324.814999999, 447096.935 537151.999, 444836.219 536055.437000001, 445116.813 535009.875, 443974.906 533135.312000001, 442350.967 533093.619000001, 443235.905 532101.75, 442166.313 529898, 442604.594 528543.375, 439865.403 528076.062999999, 439656.995 526572.382999999, 438095.594 524831.876, 435563.194 524065.191, 436065.875 521855.75, 435239.187 522805.997, 433348.313 522838.312000001, 428617.795 521969.125, 429000.814 520883.91, 427031 520712.311000001, 426369.531 522285.030999999, 426954.843 524003.218, 425536.69 523211.003, 425492.656 524779.812000001, 420606.691 524780.812000001, 420823.688 521243.404999999, 419872.194 521341.591, 418911.5 519918.469000001, 418897.312 518698.596999999, 420069.5 517931.903999999, 419163 517141, 419709.307 515678.312000001, 418128.689 516372.312999999, 417372.688 514748.596000001, 414354.875 515198.5, 414594.531 512401.155999999, 413513.001 509909.811000001, 410495.094 512580.312000001, 409306.836 512032.818, 409225.531 509619.844000001, 403823.596 506445.310000001, 402039.63 506235.593, 400308.002 507946.903999999, 397199.688 508869.5, 397299.364 509805.58, 392540.053 507436.934, 389063.437 506991.708000001, 389792.219 508524.155999999, 388933.5 515251.595000001, 387312.404 515283.096999999, 386548.188 517404.310000001, 380424.094 522381.5, 379117.813 526322, 381516.406 528412.625, 381206.688 529905.625, 378996.875 530664.25, 377410.094 532372.123, 377171.813 533692.875, 379115.188 536893.312000001, 380030.28 544057.595000001, 381924.75 544854.875, 386019.213 543073.697000001, 387332.907 545780.437000001, 389204.502 545427.625, 391120.938 549680.937000001, 394801.313 549269.125, 397545.688 550387.187999999, 400036.5 552765.187000001, 401367 552600.25, 403369.281 550907.937000001, 404420.594 551044.625, 405637.813 548799.126, 405619.156 549414.687000001, 408438.875 550680.562000001, 409435.594 555169.311000001, 411575.363 556785.282, 413248.75 556554.5, 414096.188 557447.125, 414926.5 556913.436000001, 417007.969 558240.062000001, 417736.403 557154.504000001, 419420.906 557189.562000001, 419868.954 556474.387, 420950.093 557252.8050000001, 420904.719 555976.875, 422591.563 555416.312000001, 422519.594 553895.437000001, 426123.404 556440.499, 427053.694 553747.501, 428365.999 554230.374))"
